TARGETID,GENENAME,,,Disease Entry, [ICD-11]
T17629,TACSTD2,INDICATI,Phase 1/2,Solid tumour/cancer,[ICD-11: 2A00-2F9Z]
T17629,TACSTD2,INDICATI,Approved,Ureteral cancer,[ICD-11: 2C92]
,#N/A,,,,
T17687,#N/A,TARGETID,T17687,,
T17687,#N/A,TARGNAME,Fibroblast growth factor receptor (FGFR),,
T17687,#N/A,INDICATI,Approved,Bladder cancer,[ICD-11: 2C94]
T17687,#N/A,INDICATI,Phase 1/2,Breast cancer,[ICD-11: 2C60-2C6Y]
T17687,#N/A,INDICATI,Approved,Liver cancer,[ICD-11: 2C12]
T17687,#N/A,INDICATI,Phase 4,Lymphoma,[ICD-11: 2A80-2A86]
T17687,#N/A,INDICATI,Phase 1/2,Multiple myeloma,[ICD-11: 2A83]
T17687,#N/A,INDICATI,Investigative,Nasopharyngeal cancer,[ICD-11: 2B6B]
T17687,#N/A,INDICATI,Phase 2/3,Solid tumour/cancer,[ICD-11: 2A00-2F9Z]
T17687,#N/A,INDICATI,Phase 2,Ureteral cancer,[ICD-11: 2C92]
,#N/A,,,,
T17710,HP,TARGETID,T17710,,
T17710,HP,TARGNAME,Haptoglobin (HP),,
T17710,HP,INDICATI,Phase 3,Diabetes mellitus,[ICD-11: 5A10]
,#N/A,,,,
T17758,PLAU,TARGETID,T17758,,
T17758,PLAU,TARGNAME,Urokinase-type plasminogen activator (PLAU),,
T17758,PLAU,INDICATI,Phase 2,Breast cancer,[ICD-11: 2C60-2C6Y]
T17758,PLAU,INDICATI,Clinical trial,Cardiomegaly,[ICD-11: BC45]
T17758,PLAU,INDICATI,Phase 1/2,Cerebral ischaemia,[ICD-11: 8B1Z]
T17758,PLAU,INDICATI,Approved,Inherited coagulation factor deficiency,[ICD-11: 3B14]
T17758,PLAU,INDICATI,Clinical trial,Ischaemic heart disease,[ICD-11: BA6Z]
T17758,PLAU,INDICATI,Approved,Myocardial infarction,[ICD-11: BA41-BA43]
T17758,PLAU,INDICATI,Discontinued in Phase 1/2,Solid tumour/cancer,[ICD-11: 2A00-2F9Z]
T17758,PLAU,INDICATI,Phase 3,Thrombosis,[ICD-11: DB61-GB90]
T17758,PLAU,INDICATI,Clinical trial,Unspecific body region injury,[ICD-11: ND56]
,#N/A,,,,
T17852,PDE9A,TARGETID,T17852,,
T17852,PDE9A,TARGNAME,Phosphodiesterase 9 (PDE9),,
T17852,PDE9A,INDICATI,Phase 2,Alzheimer disease,[ICD-11: 8A20]
T17852,PDE9A,INDICATI,Phase 2,Dementia,[ICD-11: 6D80-6D8Z]
T17852,PDE9A,INDICATI,Phase 2,Genitourinary disease,[ICD-11: GA0Z-GC8Z]
T17852,PDE9A,INDICATI,Phase 2,Heart failure,[ICD-11: BD10-BD1Z]
T17852,PDE9A,INDICATI,Phase 2,Mental/behavioural/neurodevelopmental disorder,[ICD-11: 6E20-6E8Z]
T17852,PDE9A,INDICATI,Investigative,Mild neurocognitive disorder,[ICD-11: 6D71]
T17852,PDE9A,INDICATI,Phase 2,Parkinsonism,[ICD-11: 8A00]
T17852,PDE9A,INDICATI,Phase 2,Schizophrenia,[ICD-11: 6A20]
T17852,PDE9A,INDICATI,Phase 2,Sickle-cell disorder,[ICD-11: 3A51]
,#N/A,,,,
T17967,PDK2,TARGETID,T17967,,
T17967,PDK2,TARGNAME,Pyruvate dehydrogenase kinase 2 (PDHK2),,
T17967,PDK2,INDICATI,Terminated,Acute diabete complication,[ICD-11: 5A2Y]
,#N/A,,,,
T17980,FYN,TARGETID,T17980,,
T17980,FYN,TARGNAME,Fyn tyrosine protein kinase (FYN),,
T17980,FYN,INDICATI,Phase 2,Multiple myeloma,[ICD-11: 2A83]
T17980,FYN,INDICATI,Approved,Myeloproliferative neoplasm,[ICD-11: 2A20]
T17980,FYN,INDICATI,Phase 1,Solid tumour/cancer,[ICD-11: 2A00-2F9Z]
,#N/A,,,,
T17986,EZH1,TARGETID,T17986,,
T17986,EZH1,TARGNAME,Enhancer of zeste homolog 1 (EZH1),,
T17986,EZH1,INDICATI,Phase 1,Acute myeloid leukaemia,[ICD-11: 2A60]
T17986,EZH1,INDICATI,Phase 1/2,Lung cancer,[ICD-11: 2C25]
T17986,EZH1,INDICATI,Phase 1,Malignant haematopoietic neoplasm,[ICD-11: 2B33]
T17986,EZH1,INDICATI,Phase 1,Mature B-cell lymphoma,[ICD-11: 2A85]
T17986,EZH1,INDICATI,Phase 2,Mature T-cell lymphoma,[ICD-11: 2A90]
T17986,EZH1,INDICATI,Phase 1,Renal cell carcinoma,[ICD-11: 2C90]
T17986,EZH1,INDICATI,Phase 1,Solid tumour/cancer,[ICD-11: 2A00-2F9Z]
T17986,EZH1,INDICATI,Phase 1,Ureteral cancer,[ICD-11: 2C92]
,#N/A,,,,
T18059,CR2,TARGETID,T18059,,
T18059,CR2,TARGNAME,Complement receptor type 2 (CD21),,
T18059,CR2,INDICATI,Phase 1,Diabetes mellitus,[ICD-11: 5A10]
,#N/A,,,,
T18143,#N/A,TARGETID,T18143,,
T18143,#N/A,TARGNAME,MERS-CoV papain-like proteinase (PL-PRO),,
T18143,#N/A,INDICATI,Investigative,COVID-19,[ICD-11: 1D6Y]
T18143,#N/A,INDICATI,Approved,Crohn disease,[ICD-11: DD70]
T18143,#N/A,INDICATI,Approved,Malignant haematopoietic neoplasm,[ICD-11: 2B33]
T18143,#N/A,INDICATI,Preclinical,Middle East Respiratory Syndrome,[ICD-11: 1D64]
T18143,#N/A,INDICATI,Preclinical,Severe acute respiratory syndrome,[ICD-11: 1D65]
T18143,#N/A,INDICATI,Approved,Substance abuse,[ICD-11: 6C40]
,#N/A,,,,
T18204,#N/A,TARGETID,T18204,,
T18204,#N/A,TARGNAME,Alpha-secretase (ASE),,
T18204,#N/A,INDICATI,Phase 2,Alzheimer disease,[ICD-11: 8A20]
,#N/A,,,,
T18226,#N/A,TARGETID,T18226,,
T18226,#N/A,TARGNAME,HUMAN clathrin-mediated endocytosis (RME),,
T18226,#N/A,INDICATI,Phase 3,COVID-19,[ICD-11: 1D6Y]
T18226,#N/A,INDICATI,Investigative,Middle East Respiratory Syndrome,[ICD-11: 1D64]
T18226,#N/A,INDICATI,Withdrawn from market,Schizophrenia,[ICD-11: 6A20]
T18226,#N/A,INDICATI,Investigative,Severe acute respiratory syndrome,[ICD-11: 1D65]
,#N/A,,,,
T18299,CAMK2A; CAMK2B; CAMK2D; CAMK2G,TARGETID,T18299,,
T18299,CAMK2A; CAMK2B; CAMK2D; CAMK2G,TARGNAME,CaM-kinase II (CAMK2),,
T18299,CAMK2A; CAMK2B; CAMK2D; CAMK2G,INDICATI,Investigative,Anxiety disorder,[ICD-11: 6B00-6B0Z]
T18299,CAMK2A; CAMK2B; CAMK2D; CAMK2G,INDICATI,Phase 2,Rheumatoid arthritis,[ICD-11: FA20]
,#N/A,,,,
T18356,LASV GPC,TARGETID,T18356,,
T18356,LASV GPC,TARGNAME,Lassa virus Pre-glycoprotein polyprotein GP complex (LASV GPC),,
T18356,LASV GPC,INDICATI,Phase 1,Arenavirus disease,[ICD-11: 1D61]
,#N/A,,,,
T18477,HSP90AA1,TARGETID,T18477,,
T18477,HSP90AA1,TARGNAME,Heat shock protein 90 alpha (HSP90A),,
T18477,HSP90AA1,INDICATI,Approved,Acute upper respiratory infection,[ICD-11: CA07]
T18477,HSP90AA1,INDICATI,Phase 0,Alzheimer disease,[ICD-11: 8A20]
T18477,HSP90AA1,INDICATI,Approved,Asthma,[ICD-11: CA23]
T18477,HSP90AA1,INDICATI,Phase 2,Breast cancer,[ICD-11: 2C60-2C6Y]
T18477,HSP90AA1,INDICATI,Discontinued in Phase 3,Diabetes mellitus,[ICD-11: 5A10]
T18477,HSP90AA1,INDICATI,Phase 1,Encephalopathy,[ICD-11: 8E47]
T18477,HSP90AA1,INDICATI,Phase 1/2,Lung cancer,[ICD-11: 2C25]
T18477,HSP90AA1,INDICATI,Phase 1/2,Malignant haematopoietic neoplasm,[ICD-11: 2B33]
T18477,HSP90AA1,INDICATI,Phase 1,Mature B-cell leukaemia,[ICD-11: 2A82]
T18477,HSP90AA1,INDICATI,Phase 1,Mature B-cell lymphoma,[ICD-11: 2A85]
T18477,HSP90AA1,INDICATI,Phase 1,Melanoma,[ICD-11: 2C30]
T18477,HSP90AA1,INDICATI,Phase 2,Multiple myeloma,[ICD-11: 2A83]
T18477,HSP90AA1,INDICATI,Phase 1,Neuropathy,[ICD-11: 8C0Z]
T18477,HSP90AA1,INDICATI,Phase 1,Ovarian cancer,[ICD-11: 2C73]
T18477,HSP90AA1,INDICATI,Discontinued in Phase 2,Renal cell carcinoma,[ICD-11: 2C90]
T18477,HSP90AA1,INDICATI,Phase 2,Solid tumour/cancer,[ICD-11: 2A00-2F9Z]
T18477,HSP90AA1,INDICATI,Phase 1,Stomach cancer,[ICD-11: 2B72]
T18477,HSP90AA1,INDICATI,Discontinued in Phase 2,Unspecific body region injury,[ICD-11: ND56]
T18477,HSP90AA1,INDICATI,Terminated,Vasomotor/allergic rhinitis,[ICD-11: CA08]
,#N/A,,,,
T18551,CD80-CD274,TARGETID,T18551,,
T18551,CD80-CD274,TARGNAME,CD80-PD-L1 interaction (CD80/PD-L1 PPI),,
T18551,CD80-CD274,INDICATI,Patented,Human immunodeficiency virus disease,[ICD-11: 1C60-1C62]
T18551,CD80-CD274,INDICATI,Patented,Inflammatory liver disease,[ICD-11: DB97]
T18551,CD80-CD274,INDICATI,Patented,Postoperative inflammation,[ICD-11: 1A00-CA43]
T18551,CD80-CD274,INDICATI,Patented,Solid tumour/cancer,[ICD-11: 2A00-2F9Z]
,#N/A,,,,
T18632,#N/A,TARGETID,T18632,,
T18632,#N/A,TARGNAME,Cholinergic receptor unspecific (CHR),,
T18632,#N/A,INDICATI,Phase 3,Hyperhidrosis,[ICD-11: EE00]
T18632,#N/A,INDICATI,Approved,Tonus and reflex abnormality,[ICD-11: MB47]
,#N/A,,,,
T18639,FGF1,TARGETID,T18639,,
T18639,FGF1,TARGNAME,Heparin-binding growth factor 1 (FGF1),,
T18639,FGF1,INDICATI,Phase 2,Chronic arterial occlusive disease,[ICD-11: BD4Z]
T18639,FGF1,INDICATI,Phase 2,Coronary atherosclerosis,[ICD-11: BA80]
,#N/A,,,,
T18664,MGLL,TARGETID,T18664,,
T18664,MGLL,TARGNAME,Monoglyceride lipase (MAGL),,
T18664,MGLL,INDICATI,Phase 1,General pain disorder,[ICD-11: 8E43]
T18664,MGLL,INDICATI,Phase 1,Tic disorder,[ICD-11: 8A05]
,#N/A,,,,
T18779,MUC1,TARGETID,T18779,,
T18779,MUC1,TARGNAME,Mucin-1 (MUC1),,
T18779,MUC1,INDICATI,Phase 2,Acute myeloid leukaemia,[ICD-11: 2A60]
T18779,MUC1,INDICATI,Phase 2/3,Bipolar disorder,[ICD-11: 6A60]
T18779,MUC1,INDICATI,Phase 1/2,Brain cancer,[ICD-11: 2A00]
T18779,MUC1,INDICATI,Phase 2,Breast cancer,[ICD-11: 2C60-2C6Y]
T18779,MUC1,INDICATI,Phase 1/2,Cervical cancer,[ICD-11: 2C77]
T18779,MUC1,INDICATI,Phase 2,Colorectal cancer,[ICD-11: 2B91]
T18779,MUC1,INDICATI,Phase 1/2,Esophageal cancer,[ICD-11: 2B70]
T18779,MUC1,INDICATI,Phase 1/2,Liver cancer,[ICD-11: 2C12]
T18779,MUC1,INDICATI,Phase 2/3,Lung cancer,[ICD-11: 2C25]
T18779,MUC1,INDICATI,Phase 1/2,Multiple myeloma,[ICD-11: 2A83]
T18779,MUC1,INDICATI,Phase 1,Myelodysplastic syndrome,[ICD-11: 2A37]
T18779,MUC1,INDICATI,Phase 3,Pancreatic cancer,[ICD-11: 2C10]
T18779,MUC1,INDICATI,Phase 2,Solid tumour/cancer,[ICD-11: 2A00-2F9Z]
T18779,MUC1,INDICATI,Phase 1/2,Stomach cancer,[ICD-11: 2B72]
,#N/A,,,,
T18872,KISS1,TARGETID,T18872,,
T18872,KISS1,TARGNAME,Metastasis-suppressor KiSS-1 (KISS1),,
T18872,KISS1,INDICATI,Phase 2,Prostate cancer,[ICD-11: 2C82]
,#N/A,,,,
T18876,PTGER4,TARGETID,T18876,,
T18876,PTGER4,TARGNAME,Prostaglandin E2 receptor EP4 (PTGER4),,
T18876,PTGER4,INDICATI,Phase 2,Asthma,[ICD-11: CA23]
T18876,PTGER4,INDICATI,Investigative,Glaucoma,[ICD-11: 9C61]
T18876,PTGER4,INDICATI,Phase 1,Heart failure,[ICD-11: BD10-BD1Z]
T18876,PTGER4,INDICATI,Phase 2,Migraine,[ICD-11: 8A80]
T18876,PTGER4,INDICATI,Phase 1/2,Non-small-cell lung cancer,[ICD-11: 2C25]
T18876,PTGER4,INDICATI,Investigative,Osteoarthritis,[ICD-11: FA00-FA05]
T18876,PTGER4,INDICATI,Phase 2,Pain,[ICD-11: MG30-MG3Z]
T18876,PTGER4,INDICATI,Investigative,Postoperative inflammation,[ICD-11: 1A00-CA43]
T18876,PTGER4,INDICATI,Phase 1,Rectum cancer,[ICD-11: 2B92]
T18876,PTGER4,INDICATI,Phase 1,Solid tumour/cancer,[ICD-11: 2A00-2F9Z]
T18876,PTGER4,INDICATI,Phase 2,Transplanted organ/tissue,[ICD-11: QB63]
T18876,PTGER4,INDICATI,Investigative,Ulcerative colitis,[ICD-11: DD71]
T18876,PTGER4,INDICATI,Discontinued in Phase 2,Unspecific body region injury,[ICD-11: ND56]
,#N/A,,,,
T18950,GNRH1,TARGETID,T18950,,
T18950,GNRH1,TARGNAME,Leutinizing-hormone-releasing hormone (GNRH1),,
T18950,GNRH1,INDICATI,Approved,Breast cancer,[ICD-11: 2C60-2C6Y]
T18950,GNRH1,INDICATI,Approved,Prostate cancer,[ICD-11: 2C82]
T18950,GNRH1,INDICATI,Phase 2,Solid tumour/cancer,[ICD-11: 2A00-2F9Z]
,#N/A,,,,
T18972,CD3G,TARGETID,T18972,,
T18972,CD3G,TARGNAME,T-cell surface glycoprotein CD3 gamma (CD3G),,
T18972,CD3G,INDICATI,Phase 2,Breast cancer,[ICD-11: 2C60-2C6Y]
T18972,CD3G,INDICATI,Phase 1/2,Colorectal cancer,[ICD-11: 2B91]
T18972,CD3G,INDICATI,Phase 1,Malignant digestive organ neoplasm,[ICD-11: 2C11]
T18972,CD3G,INDICATI,Phase 1,Prostate cancer,[ICD-11: 2C82]
T18972,CD3G,INDICATI,Phase 1,Solid tumour/cancer,[ICD-11: 2A00-2F9Z]
,#N/A,,,,
T19011,CDC25C,TARGETID,T19011,,
T19011,CDC25C,TARGNAME,M-phase inducer phosphatase 3 (MPIP3),,
T19011,CDC25C,INDICATI,Terminated,Solid tumour/cancer,[ICD-11: 2A00-2F9Z]
,#N/A,,,,
T19160,PLA2G2A,TARGETID,T19160,,
T19160,PLA2G2A,TARGNAME,Group IIA phospholipase A2 (GIIA sPLA2),,
T19160,PLA2G2A,INDICATI,Clinical trial,Breast cancer,[ICD-11: 2C60-2C6Y]
,#N/A,,,,
T19229,SLC46A1,TARGETID,T19229,,
T19229,SLC46A1,TARGNAME,Proton-coupled folate transporter (SLC46A1),,
T19229,SLC46A1,INDICATI,Approved,Folate deficiency anaemia,[ICD-11: 3A02]
T19229,SLC46A1,INDICATI,Approved,Leukaemia,[ICD-11: 2A60-2B33]
T19229,SLC46A1,INDICATI,Approved,Nutritional deficiency,[ICD-11: 5B50-5B71]
T19229,SLC46A1,INDICATI,Investigative,Prostate cancer,[ICD-11: 2C82]
T19229,SLC46A1,INDICATI,Phase 1,Rheumatoid arthritis,[ICD-11: FA20]
T19229,SLC46A1,INDICATI,Phase 3,Solid tumour/cancer,[ICD-11: 2A00-2F9Z]
T19229,SLC46A1,INDICATI,Phase 3,Vitreoretinopathy,[ICD-11: 9B78]
,#N/A,,,,
T19244,CYP2C9,TARGETID,T19244,,
T19244,CYP2C9,TARGNAME,S-mephenytoin 4-hydroxylase (CYP2C9),,
T19244,CYP2C9,INDICATI,Approved,Bacterial infection,[ICD-11: 1A00-1C4Z]
,#N/A,,,,
T19334,IL21R,TARGETID,T19334,,
T19334,IL21R,TARGNAME,Interleukin 21 receptor (IL21R),,
T19334,IL21R,INDICATI,Phase 1,Crohn disease,[ICD-11: DD70]
T19334,IL21R,INDICATI,Phase 2,Postoperative inflammation,[ICD-11: 1A00-CA43]
T19334,IL21R,INDICATI,Phase 1,Solid tumour/cancer,[ICD-11: 2A00-2F9Z]
,#N/A,,,,
T19368,LIPG,TARGETID,T19368,,
T19368,LIPG,TARGNAME,Endothelial lipase (LIPG),,
T19368,LIPG,INDICATI,Phase 2,Chronic arterial occlusive disease,[ICD-11: BD4Z]
T19368,LIPG,INDICATI,Clinical trial,Coagulation defect,[ICD-11: 3B10]
T19368,LIPG,INDICATI,Phase 2,Coronary atherosclerosis,[ICD-11: BA80]
,#N/A,,,,
T19414,FGA; FGB,TARGETID,T19414,,
T19414,FGA; FGB,TARGNAME,Fibrin (FG),,
T19414,FGA; FGB,INDICATI,Approved,Bleeding disorder,[ICD-11: GA20-GA21]
T19414,FGA; FGB,INDICATI,Discontinued in Phase 2,Cardiovascular disease,[ICD-11: BA00-BE2Z]
T19414,FGA; FGB,INDICATI,Phase 3,Chronic arterial occlusive disease,[ICD-11: BD4Z]
T19414,FGA; FGB,INDICATI,Preclinical,Dengue fever,[ICD-11: 1D2Z]
T19414,FGA; FGB,INDICATI,Phase 3,Injury,[ICD-11: NA00-ND5Z]
T19414,FGA; FGB,INDICATI,Phase 2,Pregnancy/childbirth/puerperium maternal infection,[ICD-11: JB63]
T19414,FGA; FGB,INDICATI,Approved,Skin postprocedural disorder,[ICD-11: EL8Y]
T19414,FGA; FGB,INDICATI,Phase 2,Ulcer,[ICD-11: CA02-CB40]
,#N/A,,,,
T19433,HPGDS,TARGETID,T19433,,
T19433,HPGDS,TARGNAME,Glutathione-dependent PGD synthase (HPGDS),,
T19433,HPGDS,INDICATI,Phase 2,Alzheimer disease,[ICD-11: 8A20]
T19433,HPGDS,INDICATI,Approved,Flatworm infection,[ICD-11: 1F70-1F86]
,#N/A,,,,
T19556,OSM,TARGETID,T19556,,
T19556,OSM,TARGNAME,Oncostatin-M (OSM),,
T19556,OSM,INDICATI,Phase 2,Crohn disease,[ICD-11: DD70]
T19556,OSM,INDICATI,Investigative,Rheumatoid arthritis,[ICD-11: FA20]
T19556,OSM,INDICATI,Phase 2,Systemic sclerosis,[ICD-11: 4A42]
,#N/A,,,,
T19567,MGEA5,TARGETID,T19567,,
T19567,MGEA5,TARGNAME,Beta-N-acetylhexosaminidase (OGA),,
T19567,MGEA5,INDICATI,Phase 2,Alzheimer disease,[ICD-11: 8A20]
T19567,MGEA5,INDICATI,Phase 1,Parkinsonism,[ICD-11: 8A00]
,#N/A,,,,
T19579,IL2RB,TARGETID,T19579,,
T19579,IL2RB,TARGNAME,Interleukin 2 receptor beta (IL2RB),,
T19579,IL2RB,INDICATI,Phase 1/2,Bladder cancer,[ICD-11: 2C94]
T19579,IL2RB,INDICATI,Phase 2,Brain cancer,[ICD-11: 2A00]
T19579,IL2RB,INDICATI,Phase 1/2,Colorectal cancer,[ICD-11: 2B91]
T19579,IL2RB,INDICATI,Phase 1,Head and neck cancer,[ICD-11: 2D42]
T19579,IL2RB,INDICATI,Phase 1,Human immunodeficiency virus disease,[ICD-11: 1C60-1C62]
T19579,IL2RB,INDICATI,Phase 3,Melanoma,[ICD-11: 2C30]
T19579,IL2RB,INDICATI,Phase 1/2,Renal cell carcinoma,[ICD-11: 2C90]
T19579,IL2RB,INDICATI,Phase 2,Sarcoma,[ICD-11: 2A60-2C35]
T19579,IL2RB,INDICATI,Phase 1/2,Solid tumour/cancer,[ICD-11: 2A00-2F9Z]
,#N/A,,,,
T19615,CSF3,TARGETID,T19615,,
T19615,CSF3,TARGNAME,Granulocyte colony-stimulating factor (CSF3),,
T19615,CSF3,INDICATI,Approved,Aplastic anaemia,[ICD-11: 3A70]
T19615,CSF3,INDICATI,Approved,Neutropenia,[ICD-11: 4B00]
,#N/A,,,,
T19693,GUCY2D,TARGETID,T19693,,
T19693,GUCY2D,TARGNAME,Soluble guanylyl cyclase (GUCY2D),,
T19693,GUCY2D,INDICATI,Phase 2,Angina pectoris,[ICD-11: BA40]
T19693,GUCY2D,INDICATI,Approved,Heart failure,[ICD-11: BD10-BD1Z]
T19693,GUCY2D,INDICATI,Approved,Pulmonary hypertension,[ICD-11: BB01]
,#N/A,,,,
T19760,MAP3K9,TARGETID,T19760,,
T19760,MAP3K9,TARGNAME,Mixed lineage kinase 1 (MAP3K9),,
T19760,MAP3K9,INDICATI,Phase 2/3,Asthma,[ICD-11: CA23]
,#N/A,,,,
T19784,GH1,TARGETID,T19784,,
T19784,GH1,TARGNAME,Somatotropin (GH1),,
T19784,GH1,INDICATI,Phase 3,Multiple structural anomalies syndrome,[ICD-11: LD2F]
T19784,GH1,INDICATI,Phase 3,Pituitary gland disorder,[ICD-11: 5A60-5A61]
,#N/A,,,,
T19852,FGF7,TARGETID,T19852,,
T19852,FGF7,TARGNAME,Keratinocyte growth factor (FGF7),,
T19852,FGF7,INDICATI,Phase 1,Solid tumour/cancer,[ICD-11: 2A00-2F9Z]
,#N/A,,,,
T19947,#N/A,TARGETID,T19947,,
T19947,#N/A,TARGNAME,Immunoproteasome complex (IP),,
T19947,#N/A,INDICATI,Phase 2,Idiopathic inflammatory myopathy,ICD-11: 4A41
,#N/A,,,,
T20017,CRTC1,TARGETID,T20017,,
T20017,CRTC1,TARGNAME,CREB-regulated transcription coactivator 1 (TORC1),,
T20017,CRTC1,INDICATI,Phase 2,COVID-19,[ICD-11: 1D6Y]
T20017,CRTC1,INDICATI,Phase 3,Respiratory infection,[ICD-11: CA07-CA4Z]
,#N/A,,,,
T20059,#N/A,TARGETID,T20059,,
T20059,#N/A,TARGNAME,TGF-beta receptor (TGFBR),,
T20059,#N/A,INDICATI,Phase 1,Idiopathic interstitial pneumonitis,[ICD-11: CB03]
T20059,#N/A,INDICATI,Investigative,Pleural effusion,[ICD-11: CB27]
,#N/A,,,,
T20089,#N/A,TARGETID,T20089,,
T20089,#N/A,TARGNAME,Plasmodium Deoxyribonucleic acid (Malaria DNA),,
T20089,#N/A,INDICATI,Approved,Malaria,[ICD-11: 1F40-1F45]
,#N/A,,,,
T20103,#N/A,TARGETID,T20103,,
T20103,#N/A,TARGNAME,Vacuolar-type proton ATPase (v-ATPase),,
T20103,#N/A,INDICATI,Preclinical,Arteries/arterioles disorder,[ICD-11: BD52]
T20103,#N/A,INDICATI,Discontinued in Phase 2,Low bone mass disorder,[ICD-11: FB83]
T20103,#N/A,INDICATI,Investigative,Malignant haematopoietic neoplasm,[ICD-11: 2B33]
T20103,#N/A,INDICATI,Preclinical,Solid tumour/cancer,[ICD-11: 2A00-2F9Z]
,#N/A,,,,
T20178,TNF,TARGETID,T20178,,
T20178,TNF,TARGNAME,Tumor necrosis factor (TNF),,
T20178,TNF,INDICATI,Approved,Arterial occlusive disease,[ICD-11: BD40]
T20178,TNF,INDICATI,Phase 3,Asthma,[ICD-11: CA23]
T20178,TNF,INDICATI,Phase 2,Atopic eczema,[ICD-11: EA80]
T20178,TNF,INDICATI,Phase 2,Bowel habit change,[ICD-11: ME05]
T20178,TNF,INDICATI,Phase 2,Crohn disease,[ICD-11: DD70]
T20178,TNF,INDICATI,Phase 2,Cystic fibrosis,[ICD-11: CA25]
T20178,TNF,INDICATI,Phase 2,Diabetes mellitus,[ICD-11: 5A10]
T20178,TNF,INDICATI,Phase 3,Esophageal cancer,[ICD-11: 2B70]
T20178,TNF,INDICATI,Phase 2,Herpes simplex infection,[ICD-11: 1F00]
T20178,TNF,INDICATI,Phase 2/3,Indeterminate colitis,[ICD-11: DD72]
T20178,TNF,INDICATI,Terminated,Infectious gastroenteritis/colitis,[ICD-11: 1A40]
T20178,TNF,INDICATI,Phase 2,Influenza,[ICD-11: 1E30-1E32]
T20178,TNF,INDICATI,Phase 2,Lupus erythematosus,[ICD-11: 4A40]
T20178,TNF,INDICATI,Preclinical,Motor neuron disease,[ICD-11: 8B60]
T20178,TNF,INDICATI,Approved,Multiple myeloma,[ICD-11: 2A83]
T20178,TNF,INDICATI,Phase 2,Osteoarthritis,[ICD-11: FA00-FA05]
T20178,TNF,INDICATI,Approved,Pancreatitis,[ICD-11: DC31-DC34]
T20178,TNF,INDICATI,Phase 2,Pemphigus,[ICD-11: EB40]
T20178,TNF,INDICATI,Phase 2,Pneumonia,[ICD-11: CA40]
T20178,TNF,INDICATI,Phase 1,Postoperative inflammation,[ICD-11: 1A00-CA43]
T20178,TNF,INDICATI,Approved,Psoriasis,[ICD-11: EA90]
T20178,TNF,INDICATI,Phase 2,Psoriatic arthritis,[ICD-11: FA21]
T20178,TNF,INDICATI,Approved,Rheumatoid arthritis,[ICD-11: FA20]
T20178,TNF,INDICATI,Phase 1/2,Sarcoidosis,[ICD-11: 4B20]
T20178,TNF,INDICATI,Discontinued in Phase 3,Sepsis,[ICD-11: 1G40-1G41]
T20178,TNF,INDICATI,Phase 2,Solid tumour/cancer,[ICD-11: 2A00-2F9Z]
T20178,TNF,INDICATI,Phase 3,Spinal pain,[ICD-11: ME84]
T20178,TNF,INDICATI,Phase 3,Systemic sclerosis,[ICD-11: 4A42]
T20178,TNF,INDICATI,Preclinical,Transplant rejection,[ICD-11: NE84]
T20178,TNF,INDICATI,Phase 1,Ulcerative colitis,[ICD-11: DD71]
T20178,TNF,INDICATI,Discontinued in Phase 1/2,Vasomotor/allergic rhinitis,[ICD-11: CA08]
,#N/A,,,,
T20185,#N/A,TARGETID,T20185,,
T20185,#N/A,TARGNAME,Fucosyl GM1 (FucGM1),,
T20185,#N/A,INDICATI,Phase 2,Lung cancer,[ICD-11: 2C25]
T20185,#N/A,INDICATI,Phase 2,Solid tumour/cancer,[ICD-11: 2A00-2F9Z]
,#N/A,,,,
T20210,#N/A,TARGETID,T20210,,
T20210,#N/A,TARGNAME,Feto-acinar pancreatic protein (FAPP),,
T20210,#N/A,INDICATI,Terminated,Pancreatic cancer,[ICD-11: 2C10]
,#N/A,,,,
T20251,KCNH2,TARGETID,T20251,,
T20251,KCNH2,TARGNAME,Voltage-gated potassium channel Kv11.1 (KCNH2),,
T20251,KCNH2,INDICATI,Terminated,Angina pectoris,[ICD-11: BA40]
T20251,KCNH2,INDICATI,Discontinued in Phase 2,Cardiac arrhythmia,[ICD-11: BC9Z]
T20251,KCNH2,INDICATI,Investigative,Genetic cardiac arrhythmia,[ICD-11: BC65]
T20251,KCNH2,INDICATI,Approved,Heart failure,[ICD-11: BD10-BD1Z]
T20251,KCNH2,INDICATI,Phase 2,Malaria,[ICD-11: 1F40-1F45]
T20251,KCNH2,INDICATI,Phase 2,Multiple sclerosis,[ICD-11: 8A40]
T20251,KCNH2,INDICATI,Investigative,Ovarian cancer,[ICD-11: 2C73]
T20251,KCNH2,INDICATI,Phase 2,Pain,[ICD-11: MG30-MG3Z]
T20251,KCNH2,INDICATI,Phase 3,Sleep-wake disorder,[ICD-11: 7A00-7B2Z]
,#N/A,,,,
T20278,#N/A,TARGETID,T20278,,
T20278,#N/A,TARGNAME,Major histocompatibility complex (MHC),,
T20278,#N/A,INDICATI,Discontinued in Phase 2,Virus infection,[ICD-11: 1A24-1D9Z]
,#N/A,,,,
T20297,#N/A,TARGETID,T20297,,
T20297,#N/A,TARGNAME,Serine protease unspecific (SP),,
T20297,#N/A,INDICATI,Terminated,Arteries/arterioles disorder,[ICD-11: BD52]
T20297,#N/A,INDICATI,Approved,Bleeding disorder,[ICD-11: GA20-GA21]
T20297,#N/A,INDICATI,Phase 2,Cystic fibrosis,[ICD-11: CA25]
